index,name,desc,size,type,subtype,alignment,armor_class,hit_points,hit_dice,hit_points_roll,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,proficiencies,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,proficiency_bonus,xp,special_abilities,actions
drow,Drow,,Medium,humanoid,elf,neutral evil,15,13,3d8,3d8,30 ft.,10,14,10,11,11,12,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 12}","Elvish, Undercommon",0.25,2,50,"The drow has advantage on saving throws against being charmed, and magic can't put the drow to sleep., The drow's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells, requiring no material components:
At will: dancing lights
1/day each: darkness, faerie fire, While in sunlight, the drow has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","Shortsword, Hand Crossbow"
druid,Druid,"**Druids** dwell in forests and other secluded wilderness locations, where they protect the natural world from monsters and the encroachment of civilization. Some are **tribal shamans** who heal the sick, pray to animal spirits, and provide spiritual guidance.",Medium,humanoid,any race,any alignment,"11, 16",27,5d8,5d8+5,30 ft.,10,12,13,12,15,11,"Skill: Medicine, Skill: Nature, Skill: Perception","","","","","{""passive_perception"" => 14}",Druidic plus any two languages,2,2,450,"The druid is a 4th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). It has the following druid spells prepared:

- Cantrips (at will): druidcraft, produce flame, shillelagh
- 1st level (4 slots): entangle, longstrider, speak with animals, thunderwave
- 2nd level (3 slots): animal messenger, barkskin",Quarterstaff
dryad,Dryad,,Medium,fey,,neutral,"11, 16",22,5d8,5d8,30 ft.,10,12,11,14,15,18,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","Elvish, Sylvan",1,2,200,"The dryad's innate spellcasting ability is Charisma (spell save DC 14). The dryad can innately cast the following spells, requiring no material components:

At will: druidcraft
3/day each: entangle, goodberry
1/day each: barkskin, pass without trace, shillelagh, The dryad has advantage on saving throws against spells and other magical effects., The dryad can communicate with beasts and plants as if they shared a language., Once on her turn, the dryad can use 10 ft. of her movement to step magically into one living tree within her reach and emerge from a second living tree within 60 ft. of the first tree, appearing in an unoccupied space within 5 ft. of the second tree. Both trees must be large or bigger.","Club, Fey Charm"
duergar,Duergar,,Medium,humanoid,dwarf,lawful evil,16,26,4d8,4d8+8,25 ft.,14,11,14,11,10,9,"","",poison,"","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 10}","Dwarvish, Undercommon",1,2,200,"The duergar has advantage on saving throws against poison, spells, and illusions, as well as to resist being charmed or paralyzed., While in sunlight, the duergar has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","Enlarge, War Pick, Javelin, Invisibility"
dust-mephit,Dust Mephit,,Small,elemental,,neutral evil,12,17,5d6,5d6,30 ft.,5,14,10,9,11,10,"Skill: Perception, Skill: Stealth",fire,"",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 12}","Auran, Terran",0.5,2,100,"When the mephit dies, it explodes in a burst of dust. Each creature within 5 ft. of it must then succeed on a DC 10 Constitution saving throw or be blinded for 1 minute. A blinded creature can repeat the saving throw on each of its turns, ending the effect on itself on a success., The mephit can innately cast sleep, requiring no material components. Its innate spellcasting ability is Charisma.","Claws, Blinding Breath"
eagle,Eagle,,Small,beast,,unaligned,12,3,1d6,1d6,10 ft.,6,15,10,2,14,7,Skill: Perception,"","","","","{""passive_perception"" => 14}","",0,2,10,The eagle has advantage on Wisdom (Perception) checks that rely on sight.,Talons
earth-elemental,Earth Elemental,,Large,elemental,,neutral,17,126,12d10,12d10+60,30 ft.,20,8,20,5,10,5,"",thunder,"bludgeoning, piercing, and slashing from nonmagical weapons",poison,"{""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}, {""index"" => ""unconscious"", ""name"" => ""Unconscious"", ""url"" => ""/api/2014/conditions/unconscious""}","{""darkvision"" => ""60 ft."", ""tremorsense"" => ""60 ft."", ""passive_perception"" => 10}",Terran,5,3,1800,"The elemental can burrow through nonmagical, unworked earth and stone. While doing so, the elemental doesn't disturb the material it moves through., The elemental deals double damage to objects and structures.","Multiattack, Slam"
efreeti,Efreeti,,Large,elemental,,lawful evil,17,200,16d10,16d10+112,40 ft.,22,12,24,16,15,16,"Saving Throw: INT, Saving Throw: WIS, Saving Throw: CHA","","",fire,"","{""darkvision"" => ""120 ft."", ""passive_perception"" => 12}",Ignan,11,4,7200,"If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the djinni was wearing or carrying., The efreeti's innate spell casting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components:

At will: detect magic
3/day: enlarge/reduce, tongues
1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire","Multiattack, Scimitar, Hurl Flame"
elephant,Elephant,,Huge,beast,,unaligned,12,76,8d12,8d12+24,40 ft.,22,9,17,3,11,6,"","","","","","{""passive_perception"" => 10}","",4,2,1100,"If the elephant moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the elephant can make one stomp attack against it as a bonus action.","Gore, Stomp"
elk,Elk,,Large,beast,,unaligned,10,13,2d10,2d10+2,50 ft.,16,10,12,2,10,6,"","","","","","{""passive_perception"" => 10}","",0.25,2,50,"If the elk moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.","Ram, Hooves"
erinyes,Erinyes,,Medium,fiend,devil,lawful evil,18,153,18d8,18d8+72,30 ft.,18,16,18,14,14,18,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA","","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison","{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""truesight"" => ""120 ft."", ""passive_perception"" => 12}","Infernal, telepathy 120 ft.",12,4,8400,"The erinyes's weapon attacks are magical and deal an extra 13 (3d8) poison damage on a hit (included in the attacks)., The erinyes has advantage on saving throws against spells and other magical effects.","Multiattack, Longsword, Longbow"
ettercap,Ettercap,,Medium,monstrosity,,neutral evil,13,44,8d8,8d8+8,30 ft.,14,15,13,7,12,8,"Skill: Perception, Skill: Stealth, Skill: Survival","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","",2,2,450,"The ettercap can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., While in contact with a web, the ettercap knows the exact location of any other creature in contact with the same web., The ettercap ignores movement restrictions caused by webbing.","Multiattack, Bite, Claws, Web"
ettin,Ettin,,Large,giant,,chaotic evil,12,85,10d10,10d10+30,40 ft.,21,8,17,6,10,8,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","Giant, Orc",4,2,1100,"The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious., When one of the ettin's heads is asleep, its other head is awake.","Multiattack, Battleaxe, Morningstar"
fire-elemental,Fire Elemental,,Large,elemental,,neutral,13,102,12d10,12d10+36,50 ft.,10,17,16,6,10,7,"","","bludgeoning, piercing, and slashing from nonmagical weapons","fire, poison","{""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""unconscious"", ""name"" => ""Unconscious"", ""url"" => ""/api/2014/conditions/unconscious""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",Ignan,5,3,1800,"The elemental can move through a space as narrow as 1 inch wide without squeezing. A creature that touches the elemental or hits it with a melee attack while within 5 ft. of it takes 5 (1d10) fire damage. In addition, the elemental can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) fire damage and catches fire; until someone takes an action to douse the fire, the creature takes 5 (1d10) fire damage at the start of each of its turns., The elemental sheds bright light in a 30-foot radius and dim light in an additional 30 ft.., For every 5 ft. the elemental moves in water, or for every gallon of water splashed on it, it takes 1 cold damage.","Multiattack, Touch"
fire-giant,Fire Giant,,Huge,giant,,lawful evil,18,162,13d12,13d12+78,30 ft.,25,9,23,10,14,13,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: CHA, Skill: Athletics, Skill: Perception","","",fire,"","{""passive_perception"" => 16}",Giant,9,4,5000,"Multiattack, Greatsword, Rock"
flesh-golem,Flesh Golem,,Medium,construct,,neutral,9,93,11d8,11d8+44,30 ft.,19,9,18,6,10,5,"","","","lightning, poison, bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",understands the languages of its creator but can't speak,5,3,1800,"Whenever the golem starts its turn with 40 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points.
The golem's creator, if within 60 feet of the berserk golem, can try to calm it by speaking firmly and persuasively. The golem must be able to hear its creator, who must take an action to make a DC 15 Charisma (Persuasion) check. If the check succeeds, the golem ceases being berserk. If it takes damage while still at 40 hit points or fewer, the golem might go berserk again., If the golem takes fire damage, it has disadvantage on attack rolls and ability checks until the end of its next turn., The golem is immune to any spell or effect that would alter its form., Whenever the golem is subjected to lightning damage, it takes no damage and instead regains a number of hit points equal to the lightning damage dealt., The golem has advantage on saving throws against spells and other magical effects., The golem's weapon attacks are magical.","Multiattack, Slam"
flying-snake,Flying Snake,"A flying snake is a brightly colored, winged serpent found in remote jungles. Tribespeople and cultists sometimes domesticate flying snakes to serve as messengers that deliver scrolls wrapped in their coils.",Tiny,beast,,unaligned,14,5,2d4,2d4,30 ft.,4,18,11,2,12,5,"","","","","","{""blindsight"" => ""10 ft."", ""passive_perception"" => 11}","",0.125,2,25,The snake doesn't provoke opportunity attacks when it flies out of an enemy's reach.,Bite
flying-sword,Flying Sword,,Small,construct,,unaligned,17,17,5d6,5d6,0 ft.,12,15,11,1,5,1,Saving Throw: DEX,"","","poison, psychic","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""blindsight"" => ""60 ft. (blind beyond this radius)"", ""passive_perception"" => 7}","",0.25,2,50,"The sword is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the sword must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute., While the sword remains motionless and isn't flying, it is indistinguishable from a normal sword.",Longsword
frog,Frog,"A frog has no effective attacks. It feeds on small insects and typically dwells near water, in trees, or underground. The frog’s statistics can also be used to represent a toad.",Tiny,beast,,unaligned,11,1,1d4,1d4-1,20 ft.,1,13,8,1,8,3,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 11}","",0,2,0,"The frog can breathe air and water, The frog's long jump is up to 10 ft. and its high jump is up to 5 ft., with or without a running start."
frost-giant,Frost Giant,,Huge,giant,,neutral evil,15,138,12d12,12d12+60,40 ft.,23,9,21,9,10,12,"Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Athletics, Skill: Perception","","",cold,"","{""passive_perception"" => 13}",Giant,8,3,3900,"Multiattack, Greataxe, Rock"
gargoyle,Gargoyle,,Medium,elemental,,chaotic evil,15,52,7d8,7d8+21,30 ft.,15,11,16,6,11,7,"","","bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine",poison,"{""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",Terran,2,2,450,"While the gargoyle remains motion less, it is indistinguishable from an inanimate statue.","Multiattack, Bite, Claws"
gelatinous-cube,Gelatinous Cube,,Large,ooze,,unaligned,6,84,8d10,8d10+40,15 ft.,14,3,20,1,6,1,"","","","","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""deafened"", ""name"" => ""Deafened"", ""url"" => ""/api/2014/conditions/deafened""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}","{""blindsight"" => ""60 ft. (blind beyond this radius)"", ""passive_perception"" => 8}","",2,2,450,"The cube takes up its entire space. Other creatures can enter the space, but a creature that does so is subjected to the cube's Engulf and has disadvantage on the saving throw.
Creatures inside the cube can be seen but have total cover.
A creature within 5 feet of the cube can take an action to pull a creature or object out of the cube. Doing so requires a successful DC 12 Strength check, and the creature making the attempt takes 10 (3d6) acid damage.
The cube can hold only one Large creature or up to four Medium or smaller creatures inside it at a time., Even when the cube is in plain sight, it takes a successful DC 15 Wisdom (Perception) check to spot a cube that has neither moved nor attacked. A creature that tries to enter the cube's space while unaware of the cube is surprised by the cube.","Pseudopod, Engulf"
ghast,Ghast,,Medium,undead,,chaotic evil,13,36,8d8,8d8,30 ft.,16,17,10,11,10,8,"","",necrotic,poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",Common,2,2,450,"Any creature that starts its turn within 5 ft. of the ghast must succeed on a DC 10 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the ghast's Stench for 24 hours., The ghast and any ghouls within 30 ft. of it have advantage on saving throws against effects that turn undead.","Bite, Claws"
ghost,Ghost,,Medium,undead,,any alignment,11,45,10d8,10d8,0 ft.,7,13,10,10,12,17,"","","acid, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","cold, necrotic, poison","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 11}",any languages it knew in life,4,2,1100,"The ghost can see 60 ft. into the Ethereal Plane when it is on the Material Plane, and vice versa., The ghost can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.","Withering Touch, Etherealness, Horrifying Visage, Possession"
ghoul,Ghoul,,Medium,undead,,chaotic evil,12,22,5d8,5d8,30 ft.,13,15,10,7,10,6,"","","",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",Common,1,2,200,"Bite, Claws"
giant-ape,Giant Ape,,Huge,beast,,unaligned,12,157,15d12,15d12+60,40 ft.,23,14,18,7,12,7,"Skill: Athletics, Skill: Perception","","","","","{""passive_perception"" => 14}","",7,3,2900,"Multiattack, Fist, Rock"
giant-badger,Giant Badger,,Medium,beast,,unaligned,10,13,2d8,2d8+4,30 ft.,13,10,15,2,12,5,"","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 11}","",0.25,2,50,The badger has advantage on Wisdom (Perception) checks that rely on smell.,"Multiattack, Bite, Claws"
giant-bat,Giant Bat,,Large,beast,,unaligned,13,22,4d10,4d10,10 ft.,15,16,11,2,12,6,"","","","","","{""blindsight"" => ""60 ft."", ""passive_perception"" => 11}","",0.25,2,50,"The bat can't use its blindsight while deafened., The bat has advantage on Wisdom (Perception) checks that rely on hearing.",Bite
giant-boar,Giant Boar,,Large,beast,,unaligned,12,42,5d10,5d10+15,40 ft.,17,10,16,2,7,5,"","","","","","{""passive_perception"" => 8}","",2,2,450,"If the boar moves at least 20 ft. straight toward a target and then hits it with a tusk attack on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone., If the boar takes 10 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",Tusk
giant-centipede,Giant Centipede,,Small,beast,,unaligned,13,4,1d6,1d6+1,30 ft.,5,14,12,1,7,3,"","","","","","{""blindsight"" => ""30 ft."", ""passive_perception"" => 8}","",0.25,2,50,Bite
giant-constrictor-snake,Giant Constrictor Snake,,Huge,beast,,unaligned,12,60,8d12,8d12+8,30 ft.,19,14,12,1,10,3,Skill: Perception,"","","","","{""blindsight"" => ""10 ft."", ""passive_perception"" => 12}","",2,2,450,"Bite, Constrict"
giant-crab,Giant Crab,,Medium,beast,,unaligned,15,13,3d8,3d8,30 ft.,13,15,11,1,9,3,Skill: Stealth,"","","","","{""blindsight"" => ""30 ft."", ""passive_perception"" => 9}","",0.125,2,25,The crab can breathe air and water.,Claw
giant-crocodile,Giant Crocodile,,Huge,beast,,unaligned,14,85,9d12,9d12+27,30 ft.,21,9,17,2,10,7,Skill: Stealth,"","","","","{""passive_perception"" => 10}","",5,3,1800,The crocodile can hold its breath for 30 minutes.,"Multiattack, Bite, Tail"
giant-eagle,Giant Eagle,A giant eagle is a noble creature that speaks its own language and understands speech in the Common tongue. A mated pair of giant eagles typically has up to four eggs or young in their nest (treat the young as normal eagles).,Large,beast,,neutral good,13,26,4d10,4d10+4,10 ft.,16,17,13,8,14,10,Skill: Perception,"","","","","{""passive_perception"" => 14}","Giant Eagle, understands Common and Auran but can't speak",1,2,200,The eagle has advantage on Wisdom (Perception) checks that rely on sight.,"Multiattack, Beak, Talons"
giant-elk,Giant Elk,"The majestic giant elk is rare to the point that its appearance is often taken as a foreshadowing of an important event, such as the birth of a king. Legends tell of gods that take the form of giant elk when visiting the Material Plane. Many cultures therefore believe that to hunt these creatures is to invite divine wrath.",Huge,beast,,unaligned,14,42,5d12,5d12+10,60 ft.,19,16,14,7,14,10,Skill: Perception,"","","","","{""passive_perception"" => 14}","Giant Elk, understands Common, Elvish, and Sylvan but can't speak",2,2,450,"If the elk moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone.","Ram, Hooves"
giant-fire-beetle,Giant Fire Beetle,"A giant fire beetle is a nocturnal creature that takes its name from a pair of glowing glands that give off light. Miners and adventurers prize these creatures, for a giant fire beetle’s glands continue to shed light for 1d6 days after the beetle dies. Giant fire beetles are most commonly found underground and in dark forests.",Small,beast,,unaligned,13,4,1d6,1d6+1,30 ft.,8,10,12,1,7,3,"","","","","","{""blindsight"" => ""30 ft."", ""passive_perception"" => 8}","",0,2,10,The beetle sheds bright light in a 10-foot radius and dim light for an additional 10 ft..,Bite
giant-frog,Giant Frog,,Medium,beast,,unaligned,11,18,4d8,4d8,30 ft.,12,13,11,2,10,3,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 12}","",0.25,2,50,"The frog can breathe air and water, The frog's long jump is up to 20 ft. and its high jump is up to 10 ft., with or without a running start.","Bite, Swallow"
giant-goat,Giant Goat,,Large,beast,,unaligned,11,19,3d10,3d10+3,40 ft.,17,11,12,3,12,6,"","","","","","{""passive_perception"" => 11}","",0.5,2,100,"If the goat moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 5 (2d4) bludgeoning damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone., The goat has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.",Ram
giant-hyena,Giant Hyena,,Large,beast,,unaligned,12,45,6d10,6d10+12,50 ft.,16,14,14,2,12,7,Skill: Perception,"","","","","{""passive_perception"" => 13}","",1,2,200,"When the hyena reduces a creature to 0 hit points with a melee attack on its turn, the hyena can take a bonus action to move up to half its speed and make a bite attack.",Bite
giant-lizard,Giant Lizard,"A giant lizard can be ridden or used as a draft animal. Lizardfolk also keep them as pets, and subterranean giant lizards are used as mounts and pack animals by drow, duergar, and others.",Large,beast,,unaligned,12,19,3d10,3d10+3,30 ft.,15,12,13,2,10,5,"","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 10}","",0.25,2,50,Bite
giant-octopus,Giant Octopus,,Large,beast,,unaligned,11,52,8d10,8d10+8,10 ft.,17,13,13,4,10,4,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","",1,2,200,"While out of water, the octopus can hold its breath for 1 hour., The octopus has advantage on Dexterity (Stealth) checks made while underwater., The octopus can breathe only underwater.","Tentacles, Ink Cloud"
giant-owl,Giant Owl,,Large,beast,,neutral,12,19,3d10,3d10+3,5 ft.,13,15,12,8,13,10,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 15}","Giant Owl, understands Common, Elvish, and Sylvan but can't speak",0.25,2,50,"The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach., The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.",Talons
giant-poisonous-snake,Giant Poisonous Snake,,Medium,beast,,unaligned,14,11,2d8,2d8+2,30 ft.,10,18,13,2,10,3,Skill: Perception,"","","","","{""blindsight"" => ""10 ft."", ""passive_perception"" => 12}","",0.25,2,50,Bite
giant-rat,Giant Rat,,Small,beast,,unaligned,12,7,2d6,2d6,30 ft.,7,15,11,2,10,4,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","",0.125,2,25,"The rat has advantage on Wisdom (Perception) checks that rely on smell., The rat has advantage on an attack roll against a creature if at least one of the rat's allies is within 5 ft. of the creature and the ally isn't incapacitated.",Bite
giant-rat-diseased,Giant Rat (Diseased),,Small,beast,,unaligned,12,7,2d6,2d6,30 ft.,7,15,11,2,10,4,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","",0.125,2,25,"The rat has advantage on Wisdom (Perception) checks that rely on smell., The rat has advantage on an attack roll against a creature if at least one of the rat's allies is within 5 ft. of the creature and the ally isn't incapacitated.",Bite
giant-scorpion,Giant Scorpion,,Large,beast,,unaligned,15,52,7d10,7d10+14,40 ft.,15,13,15,1,9,3,"","","","","","{""blindsight"" => ""60 ft."", ""passive_perception"" => 9}","",3,2,700,"Claw, Multiattack, Sting"
giant-sea-horse,Giant Sea Horse,"Like their smaller kin, giant sea horses are shy, colorful fish with elongated bodies and curled tails. Aquatic elves train them as mounts.",Large,beast,,unaligned,13,16,3d10,3d10,0 ft.,12,15,11,2,12,5,"","","","","","{""passive_perception"" => 11}","",0.5,2,100,"If the sea horse moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) bludgeoning damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone., The sea horse can breathe only underwater.",Ram
giant-shark,Giant Shark,"A giant shark is 30 feet long and normally found in deep oceans. Utterly fearless, it preys on anything that crosses its path, including whales and ships.",Huge,beast,,unaligned,13,126,11d12,11d12+55,,23,11,21,1,10,5,Skill: Perception,"","","","","{""blindsight"" => ""60 ft."", ""passive_perception"" => 13}","",5,3,1800,"The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points., The shark can breathe only underwater.",Bite
